,album,album,album,album,album,album,album,album,album,album,album,album,album,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,set,set,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track
767,0,2008-11-26 02:20:05,2009-01-09 00:00:00,,1,214,"<p>Glass Candy & the Shattered Theater, recorded live at Death Disco on September 26, 2001.</p>
<p>Ida No - vocals</p>
<p>Johnny Jewel - guitar</p>
<p>Ginger Peach - drums</p>",10686,Johnny Jewel,[],Live at Death Disco 9/26/2001,6,Live Performance,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:30,2001-09-26 00:00:00,184,0,Soul-RnB,[11],"[11, 14]",,2932,en,Attribution-NonCommercial-ShareAlike 3.0 International,1586,,3,,[],Love On a Plate
768,1,2008-11-26 02:20:09,2001-06-01 00:00:00,,2,215,,13285,Johnny Jewel,[],"Demos 31, 37",9,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:33,2008-11-26 00:00:00,179,1,Soul-RnB,[11],"[11, 14]",,1550,en,Attribution-NonCommercial-ShareAlike 3.0 International,800,,4,,[],Brittle Woman
769,0,2008-11-26 02:20:05,2009-01-09 00:00:00,,1,214,"<p>Glass Candy & the Shattered Theater, recorded live at Death Disco on September 26, 2001.</p>
<p>Ida No - vocals</p>
<p>Johnny Jewel - guitar</p>
<p>Ginger Peach - drums</p>",10686,Johnny Jewel,[],Live at Death Disco 9/26/2001,6,Live Performance,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:36,2001-09-26 00:00:00,255,0,Soul-RnB,[11],"[11, 14]",,2663,en,Attribution-NonCommercial-ShareAlike 3.0 International,1307,,4,,[],The Screamers
770,1,2008-11-26 02:20:09,2001-06-01 00:00:00,,2,215,,13285,Johnny Jewel,[],"Demos 31, 37",9,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:41,2008-11-26 00:00:00,309,1,Soul-RnB,[11],"[11, 14]",,1348,en,Attribution-NonCommercial-ShareAlike 3.0 International,733,,5,,[],Black Veil
771,0,2008-11-26 02:20:05,2009-01-09 00:00:00,,1,214,"<p>Glass Candy & the Shattered Theater, recorded live at Death Disco on September 26, 2001.</p>
<p>Ida No - vocals</p>
<p>Johnny Jewel - guitar</p>
<p>Ginger Peach - drums</p>",10686,Johnny Jewel,[],Live at Death Disco 9/26/2001,6,Live Performance,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:44,2001-09-26 00:00:00,182,0,Soul-RnB,[11],"[11, 14]",,3217,en,Attribution-NonCommercial-ShareAlike 3.0 International,2058,,5,,[],Brittle Woman
772,1,2008-11-26 02:20:09,2001-06-01 00:00:00,,2,215,,13285,Johnny Jewel,[],"Demos 31, 37",9,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:47,2008-11-26 00:00:00,125,2,Soul-RnB,[11],"[11, 14]",,2276,en,Attribution-NonCommercial-ShareAlike 3.0 International,1246,,6,,[],Johnny Are You Queer?
773,0,2008-11-26 02:20:05,2009-01-09 00:00:00,,1,214,"<p>Glass Candy & the Shattered Theater, recorded live at Death Disco on September 26, 2001.</p>
<p>Ida No - vocals</p>
<p>Johnny Jewel - guitar</p>
<p>Ginger Peach - drums</p>",10686,Johnny Jewel,[],Live at Death Disco 9/26/2001,6,Live Performance,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:50,2001-09-26 00:00:00,210,1,Soul-RnB,[11],"[11, 14]",,4049,en,Attribution-NonCommercial-ShareAlike 3.0 International,2914,,6,,[],Nite Nurses
774,1,2008-11-26 02:20:09,2001-06-01 00:00:00,,2,215,,13285,Johnny Jewel,[],"Demos 31, 37",9,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:17:58,2008-11-26 00:00:00,217,0,Soul-RnB,[11],"[11, 14]",,1736,en,Attribution-NonCommercial-ShareAlike 3.0 International,833,,7,,[],The Last Time
775,1,2008-11-26 02:20:09,2001-06-01 00:00:00,,2,215,,13285,Johnny Jewel,[],"Demos 31, 37",9,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:18:02,2008-11-26 00:00:00,198,1,Soul-RnB,[11],"[11, 14]",,1356,en,Attribution-NonCommercial-ShareAlike 3.0 International,722,,8,,[],Nite Nurses
776,1,2008-11-26 02:20:09,2001-06-01 00:00:00,,2,215,,13285,Johnny Jewel,[],"Demos 31, 37",9,Album,1996-01-01 00:00:00,,Italians Do It Better,"<p>Producer Johnny Jewel and vocalist Ida No are currently a duo churning out lush, elegant electro-pop that manages to maintain a DIY aesthetic.  And it's DAMN fun to dance to.  They still find ways to incorporate some elements of their earlier days as Glass Candy &amp; the Shattered Theater, a crunchy, noisy, glam-rock disco outfit.  These days, however, the distorted no wave guitar is replaced by layered synth leads and a booming bass. Head over to <a href=""http://www.troublemanunlimited.com/mainset.html"">Troubleman Unlimited</a>, where you can find the latest from Johnny Jewel's and Mike Simonetti's <a href=""http://vivaitalians.blogspot.com/"">Italians Do It Better</a> label (including a limited vinyl issue of their celebrated <em>After Dark</em> comp and some releases by Johnny's <a href=""http://www.myspace.com/chromaticsmusics"">Chromatics</a> project). (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1,2008-11-26 02:15:42,42,147,45.5234515,"Portland, OR",-122.6762071,"Ida No
Johnny Jewel",Glass Candy,Chromatics,['glass candy'],http://www.myspace.com/glasscandy,http://en.wikipedia.org/wiki/Glass_candy,test,medium,256000,0,,2008-11-26 02:18:05,2008-11-26 00:00:00,311,1,Soul-RnB,[11],"[11, 14]",,1857,en,Attribution-NonCommercial-ShareAlike 3.0 International,1190,,9,,[],Hurt
